"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17211286","Ly96","17087","lymphocyte antigen 96",0.101723945426052,7.10999283117115,0.613189470869518,0.549151540617973,0.924286955456999,-6.4660351755747
"2","17211347","Tfap2b","21419","transcription factor AP-2 beta",-0.124557701426859,4.33855432688266,-0.740919900301406,0.470449968936742,0.914402461289101,-6.37796043382642
"3","17211382","Efhc1","71877","EF-hand domain (C-terminal) containing 1",0.0867287592144192,5.22695340487385,0.662128907881196,0.518167610696631,0.91863763516054,-6.43413493202872
"4","17211416","Khdc1a","368204","KH domain containing 1A",0.0497840551252491,4.03455157941152,0.179283314134371,0.86017080864344,0.986185641208224,-6.64423616509634
"5","17211429","Khdc1b","98582","KH domain containing 1B",-0.133437914377728,3.033343600973,-0.586184493836501,0.566672512357668,0.928662649735826,-6.48264274281629
"6","17211541","Pih1d3","74708","PIH1 domain containing 3",0.312773619008232,2.86843016881963,1.39710859901502,0.183180445217857,0.787820565183189,-5.69909503085137
"7","17211548","Khdrbs2","170771","KH domain containing, RNA binding, signal transduction associated 2",-0.217928720225787,7.4331804710156,-1.67422605068599,0.115291002125201,0.717715978951366,-5.31515231757388
"8","17211850","Cox5b","12859","cytochrome c oxidase subunit 5B",-0.238035950692556,5.21883061923243,-1.36872295495797,0.191705119100371,0.799374825658102,-5.735515657111
"9","17211857","4933424G06Rik","71166","RIKEN cDNA 4933424G06 gene",-0.286829148403105,5.43703372281143,-1.62068102041841,0.126401546360021,0.727217012698759,-5.39314801556679
"10","17211984","4930556I23Rik","102637491","RIKEN cDNA 4930556I23 gene",0.262784514435172,5.03641443434621,1.58398486021997,0.134537541211125,0.732516091348181,-5.44558904293838
"11","17212049","Gm16150","102638318","predicted gene 16150",0.0241225603382409,4.48600165416796,0.150641855762661,0.882312420815883,0.98954429637893,-6.64919294640919
"12","17212069","Nms","433292","neuromedin S",0.129467804639033,4.65416671540556,0.743321917940879,0.469038405662139,0.914402461289101,-6.37615571847239
"13","17212174","Il1r2","16178","interleukin 1 receptor, type II",-0.0659245006388689,4.92754839177152,-0.344203301947088,0.735583352082534,0.956471141097804,-6.59909923474158
"14","17212211","Il1rl1","17082","interleukin 1 receptor-like 1",0.0446207341089826,4.38624155365222,0.288802282820752,0.776778295955192,0.966769389065228,-6.61740171798645
"15","17212364","Ecrg4","78896","ECRG4 augurin precursor",0.164246828051237,5.70384596779677,0.431020392442778,0.672727032500374,0.950142455854454,-6.56409753989495
"16","17212548","Dnah7b","227058","dynein, axonemal, heavy chain 7B",-0.370651475088797,4.84079747459632,-1.80711322414181,0.0913174579391288,0.682636181359052,-5.11438631921215
"17","17212619","Dnah7c","100101919","dynein, axonemal, heavy chain 7C",0.543951566749397,4.23188110300162,2.75175602665143,0.0150834414940948,0.350251542601248,-3.46540399502028
"18","17212688","C230029F24Rik","442837","RIKEN cDNA C230029F24 gene",-0.0174026321108824,3.94459064186236,-0.108320516969191,0.915210816922822,0.991897517125171,-6.65494591629147
"19","17212778","Nemp2","227094","nuclear envelope integral membrane protein 2",0.2027862217847,5.97925525509917,1.36751756805446,0.192074141887281,0.799374825658102,-5.73704955329981
"20","17212813","Mstn","17700","myostatin",0.0330748164351404,3.71160145863569,0.168405532429199,0.868566778782636,0.987033504907744,-6.64621967829815
"21","17212874","Coq10b","67876","coenzyme Q10B",-0.171929500768677,8.19372077101083,-1.28157737494322,0.219900436920801,0.818275476765538,-5.84368871212316
"22","17212900","Gm10561","628004","predicted gene 10561",0.0159683897951712,6.40798471547566,0.104696604593444,0.918036236872724,0.991897517125171,-6.6553512985099
"23","17212904","Mars2","212679","methionine-tRNA synthetase 2 (mitochondrial)",-0.111904764729543,6.59924190877305,-0.894269699319838,0.385631348486162,0.900293140036547,-6.25206383727305
"24","17213060","Aox4","71872","aldehyde oxidase 4",-0.0043599904739775,4.51407640047938,-0.0276234656032896,0.978335175944778,0.998017418160608,-6.66070885021596
"25","17213189","Gm20257","100504501","caspase 8 pseudogene",0.295598118865229,3.93761381908823,1.26470121203663,0.225724171767955,0.826259625548386,-5.86398684932889
"26","17213213","Casp8","12370","caspase 8",0.34317265644611,6.60589779358687,2.02557711155344,0.061420788283533,0.625165645892526,-4.76410689821231
"27","17213246","Cdk15","271697","cyclin-dependent kinase 15",-0.0315854353829197,5.2591478583619,-0.188785343881505,0.852850938410161,0.984989175322902,-6.64240241628488
"28","17213313","Snord70","100217459","small nucleolar RNA, C/D box 70",0.21384696209287,7.69388090819124,1.14503189513932,0.270554920661296,0.852169782307087,-6.00163248905579
"29","17213462","Cd28","12487","CD28 antigen",-0.00257054595283002,4.5679665866046,-0.014579636199949,0.988564207900132,0.998561157804296,-6.66099815051357
"30","17213490","Icos","54167","inducible T cell co-stimulator",0.304498749080612,5.64513230988544,1.99611695526275,0.0648524130715175,0.637981620215864,-4.81269160024338
"31","17213663","Gm13749","433315","predicted gene 13749",-0.1251115633072,4.79620626877963,-0.768856774054665,0.454193478469871,0.912805477864138,-6.35663694208858
"32","17213765","Crygf","12969","crystallin, gamma F",-0.208345969263418,2.04758211003504,-0.697086009734209,0.496660746575803,0.914695630022432,-6.40993960955546
"33","17213953","Spag16","66722","sperm associated antigen 16",0.110713868798448,4.82936557379579,0.74279538464709,0.469347605093282,0.914402461289101,-6.37655178339383
"34","17213978","Vwc2l","320460","von Willebrand factor C domain-containing protein 2-like",-0.375355161270695,6.91684076825031,-2.54108238814114,0.0228999565927742,0.424512424863156,-3.85877231153718
"35","17214009","Apol7d","100042814","apolipoprotein L 7d",-0.12957358070296,4.12571200499437,-0.803407469700964,0.434579266338543,0.90594874168773,-6.32926201275824
"36","17214115","1700027A15Rik","69449","RIKEN cDNA 1700027A15 gene",0.00214684663948361,4.68111609777349,0.0131652691781664,0.989673519213309,0.99891512267027,-6.66101877359933
"37","17214120","D530049I02Rik","78718","RIKEN cDNA D530049I02 gene",0.0366694966489716,5.27367360808171,0.245222893083344,0.809685091899877,0.972693680684212,-6.62957200698903
"38","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",0.358061034722912,4.99390079186265,2.85383412518857,0.0122966289015759,0.311856599964465,-3.27131833166595
"39","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.864290793766935,5.89667662291741,5.12238225381859,0.00013453414594748,0.0164488585381909,1.14928191403209
"40","17214232","Mir26b","387219","microRNA 26b",0.113048972884957,3.70084957030598,0.553101559375883,0.588533861420388,0.931400316641515,-6.50201481013435
"41","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",0.078479460418321,5.44475435912109,0.474872207934749,0.641878425702145,0.94126707346216,-6.54351361576032
"42","17214753","Irs1","16367","insulin receptor substrate 1",0.0495018780619727,4.89420057081074,0.233965088181045,0.818249499784319,0.976131571725977,-6.63239589422748
"43","17214910","Gm2427","100039794","predicted gene 2427",-0.131100737192086,4.88862166492137,-0.612037650571582,0.549892784008922,0.924286955456999,-6.4667580344848
"44","17214924","Sp140","434484","Sp140 nuclear body protein",0.0463785530096512,3.70137727811054,0.227996258279705,0.822800125608415,0.977472844045214,-6.63383968694214
"45","17215111","Tex44","71863","testis expressed 44",-0.0751939041275884,4.7776977938392,-0.509098716120194,0.618263101009915,0.935985695921828,-6.52610678168439
"46","17215550","Gm19589","100503197","predicted gene, 19589",-0.0938822762960632,5.33288499741376,-0.522812555776364,0.608919916242297,0.934052714419074,-6.51880433985785
"47","17215561","1700067G17Rik","73475","RIKEN cDNA 1700067G17 gene",0.163106778814801,4.50157633005648,1.03649702830387,0.316773878778683,0.882284640294788,-6.11655357696884
"48","17215605","Ackr3","12778","atypical chemokine receptor 3",-0.0581394244451285,6.19009176942838,-0.342598726083373,0.736765443832104,0.956471141097804,-6.59967370640794
"49","17215623","Gm9991","433332","predicted gene 9991",0.0521274812305998,4.86134157563582,0.249915045443117,0.806122877722246,0.972161536277414,-6.62835618422026
"50","17215629","Mlph","171531","melanophilin",0.249696407904839,5.71769346814833,1.87284097890163,0.081180429427481,0.668175233226816,-5.01151315673287
"51","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.0556650268801784,4.13388129922449,-0.232750429826779,0.819175010777331,0.976522724816554,-6.63269270764031
"52","17215807","Olfr1413","259039","olfactory receptor 1413",-0.319771787990923,2.98508546135282,-1.79854550248002,0.0927185535308679,0.686136949277212,-5.12762713859955
"53","17215811","Olfr1412","258274","olfactory receptor 1412",0.07582262161133,5.17348104435116,0.39069894416498,0.701641408572547,0.952967023510537,-6.58130856931235
"54","17215879","Aqp12","208760","aquaporin 12",-0.0554786325834513,5.55386628966765,-0.36042545871021,0.72367179352653,0.953451858793482,-6.59314318132507
